,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property
2519,28/02/2022,"APT 24, WEAVERS COURT, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment
2520,28/02/2022,"APT 25 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2521,28/02/2022,"APT 26 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2522,28/02/2022,"APT 26A STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2523,28/02/2022,"APT 27 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2524,28/02/2022,"APT 29 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2525,28/02/2022,"APT 3 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2526,28/02/2022,"APT 31 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2527,28/02/2022,"APT 32 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2528,28/02/2022,"APT 33 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2529,28/02/2022,"APT 34 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2530,28/02/2022,"APT 35 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2531,28/02/2022,"APT 36 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2532,28/02/2022,"APT 38 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2533,28/02/2022,"APT 39 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2534,28/02/2022,"APT 3, 138 CAPEL ST, DUBLIN 1",Dublin 1,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment
2535,28/02/2022,"APT 3, 139 CAPEL ST, DUBLIN 1",Dublin 1,Dublin,"€466,666.00",No,No,Second-Hand Dwelling house /Apartment
2536,28/02/2022,"APT 40 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2537,28/02/2022,"APT 41 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2538,28/02/2022,"APT 42 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2539,28/02/2022,"APT 43 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2540,28/02/2022,"APT 44 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2541,28/02/2022,"APT 45 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2542,28/02/2022,"APT 46 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2543,28/02/2022,"APT 47 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2544,28/02/2022,"APT 48 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2545,28/02/2022,"APT 49 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2546,28/02/2022,"APT 5 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2547,28/02/2022,"APT 50 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2548,28/02/2022,"APT 51 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2549,28/02/2022,"APT 52 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2550,28/02/2022,"APT 52B STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2551,28/02/2022,"APT 53 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2552,28/02/2022,"APT 8 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2553,28/02/2022,"APT 9 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2554,28/02/2022,"MARYFIELD, ALBANY AVENUE, MONKSTOWN",,Dublin,"€1,750,000.00",No,No,Second-Hand Dwelling house /Apartment
2555,28/02/2022,"PT 28 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin 5,Dublin,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment
2556,01/03/2022,"1 DUNLIN HOUSE, REDCOURT OAKS, SEAFIELD RD EAST DUBLIN 3",Dublin 3,Dublin,"€6,750,000.00",No,No,Second-Hand Dwelling house /Apartment
2557,01/03/2022,"1 TONLAGEE MANOR, MILBROOK AVE, DONAGHMEDE DUBLIN 13",Dublin 13,Dublin,"€256,500.00",No,No,Second-Hand Dwelling house /Apartment
2558,01/03/2022,"10 BALLINTEER GARDENS, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2559,01/03/2022,"10 BERACH LODGE, KILBARRACK RD, DUBLIN",Dublin 5,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
2560,01/03/2022,"10 CHAPEL FARM CRESCENT, LUSK, DUBLIN",,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment
2561,01/03/2022,"10 PARK AVE, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
2562,01/03/2022,"10 TONLAGEE MANOR, MILBROOK AVE, RAHENY DUBLIN 5",Dublin 13,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2563,01/03/2022,"104 THE CRESCENT, RATHBORNE COURT, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"€338,500.00",No,No,Second-Hand Dwelling house /Apartment
2564,01/03/2022,"109 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€2,450,000.00",No,No,Second-Hand Dwelling house /Apartment
2565,01/03/2022,"11 CHURCHTOWN DR, CHURCHTOWN RD LOWER, DUBLIN",Dublin 14,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
2566,01/03/2022,"111 RUTLAND AVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€126,181.92",No,No,Second-Hand Dwelling house /Apartment
2567,01/03/2022,"12 TONLAGEE MANOR, MILLBROOK GROVE, DONAGHMEDE DUBLIN 13",Dublin 13,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2568,01/03/2022,"125 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8",Dublin 8,Dublin,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment
2569,01/03/2022,"12A ORLAGH RISE, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment
2570,01/03/2022,"14 EDEN GROVE, GRANGE ROAD, RATHFARNHAM",Dublin 16,Dublin,"€771,000.00",No,No,Second-Hand Dwelling house /Apartment
2571,01/03/2022,"18 CLAREMONT COURT, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment
2572,01/03/2022,"183 THE AVENUE, BELGARD HEIGHTS, DUBLIN 24",Dublin 24,Dublin,"€407,500.00",No,No,Second-Hand Dwelling house /Apartment
2573,01/03/2022,"19 TAMARISK PARK, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
2574,01/03/2022,"2 DUNLIN HOUSE, REDCOURT OAKS, SEAFIELD RD EAST",Dublin 3,Dublin,"€6,550,000.00",No,No,Second-Hand Dwelling house /Apartment
2575,01/03/2022,"2 TONLEGEE MANOR, MILLBROOK GROVE, DONAGHMEDE DUBLIN 13",Dublin 13,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2576,01/03/2022,"20 GLENCARRIG COURT, FIRHOUSE ROAD, DUBLIN 24",Dublin 24,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
2577,01/03/2022,"21 MELROSE AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment
2578,01/03/2022,"22 EARLSFORT RISE, LUCAN, DUBLIN",,Dublin,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment
2579,01/03/2022,"22 WOODBINE PARK, BLACKROCK, DUBLIN",,Dublin,"€750,500.00",No,No,Second-Hand Dwelling house /Apartment
2580,01/03/2022,"24 BEACH VIEW, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€381,000.00",No,No,Second-Hand Dwelling house /Apartment
2581,01/03/2022,"25 BELARMINE SQUARE, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment
2582,01/03/2022,"27 CORBAWN DR, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"€717,500.00",No,No,Second-Hand Dwelling house /Apartment
2583,01/03/2022,"291 PREMIER SQ, FINGLAS RD, DUBLIN 11",Dublin 11,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment
2584,01/03/2022,"3 SOUTH GATE, CORK STREET, DUBLIN 8",,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
2585,01/03/2022,"3 Stone Park, Trees Road, Mount Merrion",,Dublin,"€629,955.94",No,Yes,New Dwelling house /Apartment
2586,01/03/2022,"3 TONLAGEE MNR, MILLBROOK GROVE, DONAGHMEDE DUBLIN 13",Dublin 13,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2587,01/03/2022,"30 ACHILL SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
2588,01/03/2022,"30 BELVILLE COURT, JOHNSTOWN RD, DUN LAOGHAIRE",,Dublin,"€539,000.00",No,No,Second-Hand Dwelling house /Apartment
2589,01/03/2022,"31 THE PARK, LARCHILL, OSCAR TRAYNOR RD DUBLIN 17",Dublin 17,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment
2590,01/03/2022,"32 COLLINS SQ, BENBURB ST, DUBLIN 7",Dublin 7,Dublin,"€397,000.00",No,No,Second-Hand Dwelling house /Apartment
2591,01/03/2022,"34 PARKHILL AVE, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment
2592,01/03/2022,"39 Myrtle Avenue, The Coast, Baldoyle",Dublin 13,Dublin,"€365,639.00",No,Yes,New Dwelling house /Apartment
2593,01/03/2022,"4  LIMELAWN  WOOD, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment
2594,01/03/2022,"40 KILMAINHAM BANK, EMMET RD, INCHICORE DUBLIN 8",Dublin 8,Dublin,"€363,000.00",No,No,Second-Hand Dwelling house /Apartment
2595,01/03/2022,"41 DUNVILLE AVE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment
2596,01/03/2022,"42 ORLAGH DOWNS, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment
2597,01/03/2022,"49 FORTLAWN AVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
2598,01/03/2022,"5 GRACEFIELD RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€527,500.00",No,No,Second-Hand Dwelling house /Apartment
2599,01/03/2022,"5 NEW SESKIN COURT, WHITESTOWN RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment
2600,01/03/2022,"5 THE COTTAGE, MOYNE RD BALDOYLE, DUBLIN 13",,Dublin,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2601,01/03/2022,"5 TONLEGEE MANOR, RAHENY, DUBLIN 5",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
2602,01/03/2022,"50 GRANGE DOWNS, RATHFARNHAM, DUBLIN 16",Dublin 14,Dublin,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment
2603,01/03/2022,"52 ST BRIGIDS RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment
2604,01/03/2022,"54 SEAGRAVE DR, CITY GATE, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment
2605,01/03/2022,"59 BROOKWOOD AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€582,000.00",No,No,Second-Hand Dwelling house /Apartment
2606,01/03/2022,"6 ST PATRICKS PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment
2607,01/03/2022,"60 WOODLAWN PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment
2608,01/03/2022,"7 BELARMINE CLOSE, STEPASIDE, DUBLIN",Dublin 18,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment
2609,01/03/2022,"7 DEERPARK WAY, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment
2610,01/03/2022,"7 TONLEGEE MANOR, KILBARRACK, DUBLIN",Dublin 5,Dublin,"€256,500.00",No,No,Second-Hand Dwelling house /Apartment
2611,01/03/2022,"71 WELLVIEW AVENUE, BLANCHARDSTOWN, DUBLIN15",Dublin 15,Dublin,"€126,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2612,01/03/2022,"75 Brookfield, Back Road, Malahide",,Dublin,"€643,171.00",No,Yes,New Dwelling house /Apartment
2613,01/03/2022,"78 Ardilea Crescent, Heidelberg, Ardilea",Dublin 14,Dublin,"€524,229.06",No,Yes,New Dwelling house /Apartment
2614,01/03/2022,"8 STEEPLEGATE, TRITONVILLE RD, SANDYMOUNT",Dublin 4,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment
2615,01/03/2022,"8 WHEATFIELD COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment
2616,01/03/2022,"87 ARDMORE DR, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment
2617,01/03/2022,"9 RUSSELL AVE RUSSELL SQ, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment
2618,01/03/2022,"9 TONLEGEE MANOR, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,"€256,500.00",No,No,Second-Hand Dwelling house /Apartment
2619,01/03/2022,"APARTMENT 166, THE SWEEPSTAKES, BALLSBRIDGE",,Dublin,"€207,500.00",Yes,No,Second-Hand Dwelling house /Apartment
2620,01/03/2022,"APARTMENT 3, 57 LOWER DORSET STREET, DUBLIN 1",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2621,01/03/2022,"APARTMENT 4, 57 LOWER DORSET STREET, DUBLIN 1",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2622,01/03/2022,"APR 6, TONLEGEE MANOR, DUBLIN 5",,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2623,01/03/2022,"APT 11 TONLAGEE MANOR, MILLBROOK GROVE, DUBLIN 13",Dublin 5,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2624,01/03/2022,"APT 1, 12 LOWER DRUMCONDRA RD, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"€411,000.00",No,No,Second-Hand Dwelling house /Apartment
2625,01/03/2022,"APT 1, 57 LR DORSET ST, DUBLIN 1",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2626,01/03/2022,"APT 2  DUNVILLE CT, DUNVILLE AVENUE, RANELAGH",,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment
2627,01/03/2022,"APT 2 57 DORSET ST, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2628,01/03/2022,"APT 21A, BLOCK A  CAMERON COURT, CORK STREET",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2629,01/03/2022,"APT 4, TONLEGEE MANOR, DUBLIN 5",,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2630,01/03/2022,"APT 502 LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin 2,Dublin,"€563,000.00",No,No,Second-Hand Dwelling house /Apartment
2631,01/03/2022,"APT 5, 58 LOWER DORSET STREET, DUBLIN 1",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2632,01/03/2022,"APT 6 57 LR DORSET ST, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2633,01/03/2022,"APT 7, 58 LOWER DORSET STREET, DUBLIN 1",Dublin 1,Dublin,"€128,571.43",No,No,Second-Hand Dwelling house /Apartment
2634,01/03/2022,"APT 8, TONLEGEE MANOR, DUBLIN 5",Dublin 5,Dublin,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment
2635,01/03/2022,"APT 90, RATHGAEL, CLONDALKIN",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2636,01/03/2022,"APT 9, 4 HERBERTON ST, RIALTO",Dublin 6,Dublin,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment
2637,02/03/2022,"1 MONTCLAIR, CLAREMONT ROAD, KILLINEY",,Dublin,"€1,637,500.00",No,No,Second-Hand Dwelling house /Apartment
2638,02/03/2022,"1 STRAND MEWS, LEA RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,"€890,000.00",No,No,Second-Hand Dwelling house /Apartment
2639,02/03/2022,"10 BURLINGTON GARDENS, BURLINGTON RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment
2640,02/03/2022,"106 THE LINKS, DONABATE, DUBLIN",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment
2641,02/03/2022,"11 CORMAC TERRACE, TERENURE, DUBLIN 6",,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
2642,02/03/2022,"11 LITTLEWOOD, BELARMINE, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment
2643,02/03/2022,"12 ROSEMOUNT COURT, ROSEMOUNT TERRACE, BOOTERSTOWN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
2644,02/03/2022,"120 VERDEMONT, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment
2645,02/03/2022,"13 CHURCHFIELD, 59/60 CLONTARF ROAD, CLONTARF",,Dublin,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment
2646,02/03/2022,"13 MERLYN DR, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€2,445,500.00",No,No,Second-Hand Dwelling house /Apartment
2647,02/03/2022,"13 Newpark Close, Chapel Road, Kinsealy",,Dublin,"€440,528.00",No,Yes,New Dwelling house /Apartment
2648,02/03/2022,"131 OAKCOURT DR, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2649,02/03/2022,"14 HONEY PARK, SALLYNOGGIN, DUBLIN",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment
2650,02/03/2022,"14 WHITE PINE HEIGHTS, STOCKING AVENUE, RATHFARNHAM",Dublin 16,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment
2651,02/03/2022,"15 Brighton Wood, Brighton Road, Foxrock",,Dublin,"€1,145,374.00",No,Yes,New Dwelling house /Apartment
2652,02/03/2022,"15 EDWARD SQ, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€3,500,000.00",No,No,Second-Hand Dwelling house /Apartment
2653,02/03/2022,"15 HAZELBROOK, UPPER KILMACUD RD, DUBLIN 14",Dublin 14,Dublin,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment
2654,02/03/2022,"15 Turnstone, Barnageeragh Cove, Skerries",,Dublin,"€233,481.00",No,Yes,New Dwelling house /Apartment
2655,02/03/2022,"162 NAVAN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€566,000.00",No,No,Second-Hand Dwelling house /Apartment
2656,02/03/2022,"18 TYMONVILLE DR, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment
2657,02/03/2022,"186 SHANLISS ROAD, DUBLIN 9",Dublin 9,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment
2658,02/03/2022,"1A THE DRIVE, MULHUDDART WOOD, MULHUDDART DUBLIN 15",Dublin 15,Dublin,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2659,02/03/2022,"2 BEECHFIELD DR, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€396,000.00",No,No,Second-Hand Dwelling house /Apartment
2660,02/03/2022,"20 BELVEDERE RD APT 1, DRUMCONDRA, DUBLIN",Dublin 9,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment
2661,02/03/2022,"21 AMIENS SQ, AMIENS ST, DUBLIN 1",Dublin 1,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment
2662,02/03/2022,"21 BELVEDERE COURT, NORTH GREAT GEORGES ST, DUBLIN",Dublin 1,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment
2663,02/03/2022,"21 ST ANNES PARK, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment
2664,02/03/2022,"21 WYNNEFIELD PARK, WYNNEFIELD RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
2665,02/03/2022,"27 Parklands Place, Parklands, Citywest",Dublin 24,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment
2666,02/03/2022,"28 CLAREMONT DR, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment
2667,02/03/2022,"29 FINNSTOWN HALL, HAYDENS LANE, LUCAN",,Dublin,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment
2668,02/03/2022,"3 RIVERSIDE COTTAGES, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
2669,02/03/2022,"30 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment
2670,02/03/2022,"30A Vernon Avenue, Clontarf, Dublin 3",,Dublin,"€792,951.54",No,Yes,New Dwelling house /Apartment
2671,02/03/2022,"31 BELFRY DOWNS, CITYWEST RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment
2672,02/03/2022,"36 MARLFEILD TCE KILTIPPER, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment
2673,02/03/2022,"38 FOXBOROUGH DOWNS, LUCAN SOUTH, DUBLIN",,Dublin,"€408,000.00",No,No,Second-Hand Dwelling house /Apartment
2674,02/03/2022,"4 KNIGHTSWOOD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment
2675,02/03/2022,"40 Beech Park, Cabinteely, Co. Dublin",,Dublin,"€510,350.00",No,Yes,New Dwelling house /Apartment
2676,02/03/2022,"41 BEECHWOOD DOWNS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment
2677,02/03/2022,"43 BLOCK E, SMITHFIELD, SMITHFILED",Dublin 7,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
2678,02/03/2022,"43 GLASMORE PARK, SWORDS, DUBLIN",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment
2679,02/03/2022,"47 COOLEEN AVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment
2680,02/03/2022,"49 MERRION VILLAGE, MERRION RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment
2681,02/03/2022,"5 GRANITE COURT, STEPASIDE PARK, ENNISKERRY RD DUBLIN 18",Dublin 18,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
2682,02/03/2022,"5 WOODLEY RD, DUN LAOIRE, DUBLIN",,Dublin,"€632,000.00",No,No,Second-Hand Dwelling house /Apartment
2683,02/03/2022,"51A THE AVENUE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,"€562,500.00",No,No,Second-Hand Dwelling house /Apartment
