,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property
2684,02/03/2022,"6 GROVE PARK DR, DUBLIN 11, DUBLIN",Dublin 11,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment
2685,02/03/2022,"6 TRIMBLESTON, GOATSTOWN, DUBLIN 14",,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment
2686,02/03/2022,"61 CEDARBROOK AVE, CEDARBROOK, DUBLIN 10",Dublin 15,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment
2687,02/03/2022,"62 WENDELL AVE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€587,500.00",No,No,Second-Hand Dwelling house /Apartment
2688,02/03/2022,"7 BLUEBELL AVE, BLUEBELL, DUBLIN 12",Dublin 12,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
2689,02/03/2022,"7 KILCROSS DRIVE, SANDYFORD, DUBLIN",Dublin 18,Dublin,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment
2690,02/03/2022,"7 THORNLEIGH AVE, APPLEWOOD VILLAGE, SWORDS",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
2691,02/03/2022,"70 RAGLAN LANE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€830,000.00",No,No,Second-Hand Dwelling house /Apartment
2692,02/03/2022,"71 ALDERWOOD AVE, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
2693,02/03/2022,"8 CASTLEFIELD GROVE, KNOCKLYON, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment
2694,02/03/2022,"82 ST HELEN'S ROAD, BLACKROCK, CO DUBLIN",,Dublin,"€500,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2695,02/03/2022,"85 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment
2696,02/03/2022,"87 SOMERTON, DONABATE, DUBLIN",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment
2697,02/03/2022,"9 RACECOURSE PARK, BALDOYLE",Dublin 13,Dublin,"€414,096.92",No,Yes,New Dwelling house /Apartment
2698,02/03/2022,"APARTMENT 1, 65 MANOR STREET, STONEYBATTER",Dublin 7,Dublin,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment
2699,02/03/2022,"Apartment 26, St. Joseph's Crescent, Clonsilla",,Dublin,"€213,216.00",No,Yes,New Dwelling house /Apartment
2700,02/03/2022,"Apartment 5 Cul Cuille, Sandyford, Dublin 18",Dublin 18,Dublin,"€410,875.00",No,Yes,New Dwelling house /Apartment
2701,02/03/2022,"APT  57  BLOCK E, COOPERS YARD, SMITHFIELD",Dublin 7,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2702,02/03/2022,"APT 3, 5 CROWN ALLEY, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment
2703,02/03/2022,"APT 50, BLOCK E SMITHFILED, DUBLIN 7",Dublin 7,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
2704,02/03/2022,"Block E, Citywest, Dublin",,Dublin,"€10,051,416.57",No,Yes,New Dwelling house /Apartment
2705,02/03/2022,"DERRYBEG, 35A COLIEMORE ROAD, DALKEY",,Dublin,"€2,010,000.00",No,No,Second-Hand Dwelling house /Apartment
2706,02/03/2022,"FLAT 1, 20 BLESSINGTON STREET, DUBLIN 7",Dublin 2,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment
2707,02/03/2022,"TAIHAPE, 32 BEVERLY CRESCENT, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,"€575,500.00",No,No,Second-Hand Dwelling house /Apartment
2708,02/03/2022,"THE GREEN, GARRISTOWN, DUBLIN",,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment
2709,03/03/2022,"1 DUNISK AVENUE, FINGLAS WEST, DUBLIN 11",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment
2710,03/03/2022,"10 ALDERWOOD CLOSE, TALLAGHT, SPRINGFIELD DUBLIN 24",Dublin 24,Dublin,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2711,03/03/2022,"10 BREFFNI TERRACE, SANDYCOVE, DUBLIN",,Dublin,"€2,200,000.00",No,No,Second-Hand Dwelling house /Apartment
2712,03/03/2022,"10 Cul Cuille, Sandyford, Dublin 18",,Dublin,"€762,114.00",No,Yes,New Dwelling house /Apartment
2713,03/03/2022,"10 HARTY PLACE, CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
2714,03/03/2022,"10 MOUNT ANDREW RISE, LUCAN, DUBLIN",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2715,03/03/2022,"106 CLANRANALD RD, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment
2716,03/03/2022,"11 KINGSTON GROVE, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment
2717,03/03/2022,"110 ROCKFORD MANOR, STRADBROOK ROAD, BLACKROCK",,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment
2718,03/03/2022,"13 CLONLIFFE SQ, DISTILLERY RD, DRUMCONDRA DUBLIN 3",Dublin 3,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment
2719,03/03/2022,"14 BLOCK 2, CLARION QUAY, IFSC DUBLIN 1",Dublin 1,Dublin,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment
2720,03/03/2022,"14 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment
2721,03/03/2022,"14 ST ANDREWS WOOD, LUCAN, DUBLIN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
2722,03/03/2022,"15 TEMPLE COURT, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
2723,03/03/2022,"15 WINDERMERE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment
2724,03/03/2022,"16 YALE, ARDILEA, ROEBUCK",Dublin 14,Dublin,"€940,000.00",No,No,Second-Hand Dwelling house /Apartment
2725,03/03/2022,"17 BROOKDENE, KILLINEY HILL RD, KILLINEY",Dublin 18,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment
2726,03/03/2022,"17 MOUNT DRINAN CRESCENT, KINSEALY DOWNS, SWORDS",,Dublin,"€31,499.00",No,No,Second-Hand Dwelling house /Apartment
2727,03/03/2022,"18 CHURCH ROAD, DALKEY, CO DUBLIN",,Dublin,"€860,000.00",No,No,Second-Hand Dwelling house /Apartment
2728,03/03/2022,"182 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
2729,03/03/2022,"19 RUTLAND PLACE, NORTH CIRCULAR  ROAD, DUBLIN 7",Dublin 15,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment
2730,03/03/2022,"204 LOWER KILMACUD ROAD, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€835,000.00",No,No,Second-Hand Dwelling house /Apartment
2731,03/03/2022,"21 CORDUFF PLACE BLANCHARDSTOWN, BLANCHARDSTOWN DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment
2732,03/03/2022,"23 CLONTURK PARK, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment
2733,03/03/2022,"23 ROSANULE, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€417,000.00",No,No,Second-Hand Dwelling house /Apartment
2734,03/03/2022,"3 ASHTON GREEN ASTON BROC SWORDS, DUBLIN",Dublin 15,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment
2735,03/03/2022,"3 LISSANE APTS, OLD CORDUFF RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment
2736,03/03/2022,"3 RIVERVIEW, KILTIPPER, DUBLIN 24",Dublin 24,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
2737,03/03/2022,"30 KILMARTIN DR, FETTERCAIRN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
2738,03/03/2022,"30 LIFFEY GLEN, LIFFEY VALLEY PARK, LUCAN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
2739,03/03/2022,"31 ST JOHNS LAWN, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
2740,03/03/2022,"32 THOMAS COURT, DUBLIN 8",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment
2741,03/03/2022,"36A, WOODHAVEN, CLONDALKIN DUBLIN 24",Dublin 22,Dublin,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment
2742,03/03/2022,"37 WESTBOURNE PARK, CLONDALKIN, DUBLIN",Dublin 22,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2743,03/03/2022,"38 FOXBOROUGH RD, LUCAN, DUBLIN",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
2744,03/03/2022,"38 Somerton  Drive  Somerton, Newcastle Road, Lucan",,Dublin,"€427,312.77",No,Yes,New Dwelling house /Apartment
2745,03/03/2022,"43 HARBOUR VIEW, CROFTON RD, DUBLIN",,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment
2746,03/03/2022,"45 ARAN COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment
2747,03/03/2022,"5 ASHTON GREEN, ASHTON BROC, SWORDS",,Dublin,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment
2748,03/03/2022,"5 GLENSAVAGE, AVOCA ROAD, BLACKROCK",,Dublin,"€2,071,365.60",No,Yes,New Dwelling house /Apartment
2749,03/03/2022,"5 Somerton Row, Somerton, Newcastle Road  Lucan",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment
2750,03/03/2022,"5 WARRENSTOWN COURT, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment
2751,03/03/2022,"53 MARRSFIELD AVENUE, BELLTREE, CLONGRIFFIN",,Dublin,"€487,500.00",No,No,Second-Hand Dwelling house /Apartment
2752,03/03/2022,"57 RATHDOWN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment
2753,03/03/2022,"6 BOTHAR WATSON, CILL INION LEININ, CO ATHA CLIATH",Dublin 15,Dublin,"€905,000.00",No,No,Second-Hand Dwelling house /Apartment
2754,03/03/2022,"6 WOODLAND PARK, RUSH, DUBLIN",,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment
2755,03/03/2022,"60 STOCKING WOOD HEATH, STOCKING AVE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
2756,03/03/2022,"62 BROADFORD AVE, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"€637,000.00",No,No,Second-Hand Dwelling house /Apartment
2757,03/03/2022,"67 BEAUMONT RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€508,000.00",No,No,Second-Hand Dwelling house /Apartment
2758,03/03/2022,"7 BEAUMONT GARDENS, BLACKROCK, DUBLIN",,Dublin,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment
2759,03/03/2022,"7 FOREST BOULEVARD RIVERVALLEY SWOR, DUBLIN",Dublin 15,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment
2760,03/03/2022,"7 OAK HALL, LARKFIELD VIEW, CLAY FARM",Dublin 18,Dublin,"€370,044.00",No,Yes,New Dwelling house /Apartment
2761,03/03/2022,"7 SLANDON CRESCENT, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment
2762,03/03/2022,"72 EAST COURTYARD, TULLYVALE, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment
2763,03/03/2022,"8 ST KILLIANS PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment
2764,03/03/2022,"84 ADAMSTOWN AVE, ADAMSTOWN, LUCAN",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment
2765,03/03/2022,"88 DRYNAM HOUSE, DRYNAM DR, DRYNAM HALL",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
2766,03/03/2022,"Block 32, St Helen's II, Adamstown",,Dublin,"€4,488,986.78",No,Yes,New Dwelling house /Apartment
2767,03/03/2022,"FOREST RD, SWORDS, DUBLIN",,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment
2768,03/03/2022,"THE LIMES, WESTMINSTER LAWNS, FOXROCK DUBLIN 18",Dublin 18,Dublin,"€1,310,000.00",No,No,Second-Hand Dwelling house /Apartment
2769,03/03/2022,"THE MALL, RUSH, DUBLIN",,Dublin,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment
2770,03/03/2022,"THE MALL, RUSH, DUBLIN",,Dublin,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment
2771,04/03/2022,"1 WHEATFIELD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
2772,04/03/2022,"10 ST LAURENCE COURT, ST LAURENCE RD, CLONTARF DUBLIN 3",Dublin 3,Dublin,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment
2773,04/03/2022,"11 CLONARD COURT, PODDLE PARK, KIMMAGE",Dublin 12,Dublin,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2774,04/03/2022,"11 PEARSE SQ, DUBLIN 2, DUBLIN",Dublin 2,Dublin,"€890,000.00",No,No,Second-Hand Dwelling house /Apartment
2775,04/03/2022,"11 RIALTO ST, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2776,04/03/2022,"110 GLASNEVIN DOWNS, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment
2777,04/03/2022,"113 VILLA PARK GARDENS, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment
2778,04/03/2022,"12 SEAFIELD COURT, CASTLE AVENUE, CLONTARF",,Dublin,"€312,500.00",No,No,Second-Hand Dwelling house /Apartment
2779,04/03/2022,"126 BANGOR RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2780,04/03/2022,"129 CHANDLER, ARRAN QUAY, DUBLIN 7",Dublin 7,Dublin,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment
2781,04/03/2022,"13 ARRAN RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€870,000.00",No,No,Second-Hand Dwelling house /Apartment
2782,04/03/2022,"13 IDRONE TERRACE, BLACKROCK, DUBLIN",,Dublin,"€1,900,000.00",No,No,Second-Hand Dwelling house /Apartment
2783,04/03/2022,"14 COWPER VILLAGE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
2784,04/03/2022,"15 CLOONMORE GARDENS, JOBSTOWN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€131,000.00",No,No,Second-Hand Dwelling house /Apartment
2785,04/03/2022,"15 EGLINTON TERRACE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment
2786,04/03/2022,"16 ROSSFIELD PARK, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
2787,04/03/2022,"18 PRUSSIA ST, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2788,04/03/2022,"185 BRACKEN HILL, SIMONS RIDGE, BLACKGLEN RD DUBLIN 18",Dublin 18,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
2789,04/03/2022,"2 CHURCH PARK LAWN, MOUNT ARGUS RD, HAROLDS CROSS DUBLIN 6W",,Dublin,"€340,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2790,04/03/2022,"2 THE MEWS, ST PATRICKS RD, DALKEY",,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment
2791,04/03/2022,"20 SEABANK COURT, SANDYCOVE, DUBLIN",,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment
2792,04/03/2022,"21 BUSHFIELD LAWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment
2793,04/03/2022,"21 CHELMSFORD AVE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment
2794,04/03/2022,"21 GANDON HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,"€384,000.00",No,No,Second-Hand Dwelling house /Apartment
2795,04/03/2022,"22 CASTLEGATE PARK, ADAMSTOWN CASTLE, ADAMSTOWN",,Dublin,"€353,000.00",No,No,Second-Hand Dwelling house /Apartment
2796,04/03/2022,"24 THE WATER FRONT, 5 -7 HANOVER QUAY, DUBLIN 2",Dublin 2,Dublin,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment
2797,04/03/2022,"26 BROADFIELD AVENUE, RATHCOOLE, CO DUBLIN",Dublin 24,Dublin,"€280,000.00",No,Yes,New Dwelling house /Apartment
2798,04/03/2022,"27 Sommerton Drive, Sommerton, Newcastle Road",,Dublin,"€384,500.00",No,Yes,New Dwelling house /Apartment
2799,04/03/2022,"27 St Josephs Crescent, Clonsilla, Dublin 15",,Dublin,"€281,938.32",No,Yes,New Dwelling house /Apartment
2800,04/03/2022,"28 ARDAGH CRESCENT, BLACKROCK, CO DUBLIN",,Dublin,"€1,240,000.00",No,No,Second-Hand Dwelling house /Apartment
2801,04/03/2022,"28 SEAPARK, MOUNT PROSPECT AVE, CLONTARF",,Dublin,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment
2802,04/03/2022,"28 SPENCER VILLAS, DUN LAOGHAIRE, DUBLIN",,Dublin,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment
2803,04/03/2022,"3 Racecourse Court, The Coast, Baldoyle",Dublin 13,Dublin,"€432,500.00",No,Yes,New Dwelling house /Apartment
2804,04/03/2022,"3 TICKNOCK GROVE, TICKNOCK HILL, SANDYFORD",Dublin 18,Dublin,"€570,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2805,04/03/2022,"3 WESTBOURNE GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment
2806,04/03/2022,"30 Somerton Drive, Somerton  Newcastle Road, Lucan",,Dublin,"€414,096.91",No,Yes,New Dwelling house /Apartment
2807,04/03/2022,"31 BARRONS HALL PARK, BALBRIGGAN, DUBLIN",,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment
2808,04/03/2022,"32 KINAHAN ST, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment
2809,04/03/2022,"33 ABBEY RD, BLACKROCK, DUBLIN",,Dublin,"€608,000.00",No,No,Second-Hand Dwelling house /Apartment
2810,04/03/2022,"35 CASSIAN COURT EAST, PHELAN AVE, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
2811,04/03/2022,"35 CLEGGAN PARK, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment
2812,04/03/2022,"37 BIRCHVIEW DR, KILMANANAGH, DUBLIN 24",Dublin 24,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
2813,04/03/2022,"39 BROOKVILLE PARK, BLACKROCK, DUBLIN",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment
2814,04/03/2022,"40 Myrtle Avenue, The Coast, Baldoyle",Dublin 13,Dublin,"€365,638.80",No,Yes,New Dwelling house /Apartment
2815,04/03/2022,"44 THE BEECHES, MONKSTOWN VALLEY, MONKSTOWN",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment
2816,04/03/2022,"47 ASHBROOK APTS, NAVAN RD, ASHTOWN",Dublin 15,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
2817,04/03/2022,"47 KILSHANE ROAD, FINGLAS, DUBLIN 11",,Dublin,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment
2818,04/03/2022,"49 CRESTON AVE, ST MARGARETS RD, MEAKSTOWN DUBLIN 11",Dublin 11,Dublin,"€311,500.00",No,No,Second-Hand Dwelling house /Apartment
2819,04/03/2022,"5 BEECHFIELD WAY, CASTAHEANY, BLANCHARDSTOWN",Dublin 15,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment
2820,04/03/2022,"5 THE PADDOCKS, ULVERTON RD, DALKEY",,Dublin,"€1,250,000.00",No,No,Second-Hand Dwelling house /Apartment
2821,04/03/2022,"57 NUTLEY AVE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€1,275,000.00",No,No,Second-Hand Dwelling house /Apartment
2822,04/03/2022,"6 WATERLOO AVE, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment
2823,04/03/2022,"60 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment
2824,04/03/2022,"62 MYRTLE HOUSE, THE COAST, BALDOYLE",Dublin 13,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
2825,04/03/2022,"66 THE CRESCENT, ROBSWALL, MALAHIDE",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment
2826,04/03/2022,"68 OLIVER PLUNKETT ROAD, DUN LAOGHAIRE, CO DUBLIN",,Dublin,"€533,000.00",No,No,Second-Hand Dwelling house /Apartment
2827,04/03/2022,"69 DARTMOUTH TERRACE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€790,000.00",No,No,Second-Hand Dwelling house /Apartment
2828,04/03/2022,"7 SERPENTINE RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment
2829,04/03/2022,"71 HAMPTON ST, BALBRIGGAN, DUBLIN",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
2830,04/03/2022,"74 SHANBOLEY RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€527,000.00",No,No,Second-Hand Dwelling house /Apartment
2831,04/03/2022,"8 PARKVIEW, ROBSWALL, MALAHIDE",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment
2832,04/03/2022,"8 WOODSTOWN HEATH, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment
2833,04/03/2022,"84 CABRA PARK, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment
2834,04/03/2022,"85 BELMAYNE PARK NORTH, BALGRIFFIN, PARK NORTH DUBLIN 13",Dublin 13,Dublin,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment
2835,04/03/2022,"9 ALMA COURT, ALMA RD, MONKSTOWN",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
2836,04/03/2022,"9 THE BELFRY, CRUMLIN, DUBLIN12",Dublin 12,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment
2837,04/03/2022,"90 CRINKEN GLEN, SHANKILL, DUBLIN",Dublin 18,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment
2838,04/03/2022,"Apartment 29, St. Joseph's Crescent, Clonsilla",,Dublin,"€198,237.89",No,Yes,New Dwelling house /Apartment
2839,04/03/2022,"APT 11, VERVILLE COURT, VERNON AVE DUBLIN 3",Dublin 3,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment
2840,04/03/2022,"APT 13 CORNMILL, DUBLIN RD, BALBRIGGAN",,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment
2841,04/03/2022,"APT 14 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€319,219.00",No,No,Second-Hand Dwelling house /Apartment
2842,04/03/2022,"APT 15 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€359,386.00",No,No,Second-Hand Dwelling house /Apartment
2843,04/03/2022,"APT 16 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€506,313.00",No,No,Second-Hand Dwelling house /Apartment
2844,04/03/2022,"APT 17 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€319,220.00",No,No,Second-Hand Dwelling house /Apartment
2845,04/03/2022,"APT 18 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€506,313.00",No,No,Second-Hand Dwelling house /Apartment
2846,04/03/2022,"APT 19 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€506,313.00",No,No,Second-Hand Dwelling house /Apartment
2847,04/03/2022,"APT 1, MAYESTON SQ, ST MARGARETS RD DUBLIN 11",Dublin 11,Dublin,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment
2848,04/03/2022,"APT 20 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€319,220.00",No,No,Second-Hand Dwelling house /Apartment
2849,04/03/2022,"APT 21 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€506,313.00",No,No,Second-Hand Dwelling house /Apartment
2850,04/03/2022,"APT 22 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€506,313.00",No,No,Second-Hand Dwelling house /Apartment
2851,04/03/2022,"APT 23 CAPSTAN BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,"€319,220.00",No,No,Second-Hand Dwelling house /Apartment
